Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
Eli Morgan,28,"5' 10""",190,AAA,CLE,4.3,8.6,17%,13.1%,3.51,70,14,-,16.2,13,1,5,8,16,2.67,2.7,1.26
Kyle Whitten,25,"6' 3""",190,AAA,TB,5.4,9.2,56%,10.9%,6.16,72,11,1,16.2,12,4,8,10,17,0.65,4.32,1.32
Jack Cushing,27,"6' 3""",195,AAA,OAK,6.5,9.2,-,-,4.93,78,12,-,16.2,16,2,7,12,17,2.0,3.78,1.68
Antoine Kelly,24,"6' 5""",205,AAA,TEX,11.6,12.1,31%,8.7%,5.56,91,18,-,16.1,19,1,17,21,22,1.45,9.37,2.45
Andre Pallante,25,"6' 0""",215,AAA,STL,7.2,5.0,60%,4.3%,4.88,75,4,3,16.1,14,0,4,13,9,0.54,2.2,1.65
Ethan Roberts,27,"5' 10""",180,AAA,CHC,3.9,11.6,100%,14.0%,3.26,67,14,-,16.1,9,1,3,7,21,1.0,1.65,0.98
Isaiah Campbell,27,"6' 4""",230,AAA,BOS,2.8,10.5,0%,11.8%,4.38,70,14,-,16.1,14,3,4,5,19,1.07,2.2,1.16
River Ryan,26,"6' 2""",195,AAA,LAD,3.3,10.5,-,-,2.95,66,5,5,16.1,13,1,5,6,19,0.69,2.76,1.16
Garrett Hill,28,"6' 0""",185,AAA,DET,8.8,9.9,-,-,5.56,74,8,1,16.1,11,2,9,16,18,0.53,4.96,1.65
Matt Festa,31,"6' 1""",195,AAA,SD,3.9,9.0,46%,15.0%,2.7,74,16,-,16.0,18,0,8,7,16,1.13,4.5,1.56
Brad Keller,29,"6' 5""",255,AAA,CWS,3.4,7.9,63%,13.1%,3.39,68,3,3,16.0,16,1,8,6,14,0.45,4.5,1.38
Nelson L. Alvarez,26,"6' 4""",220,AAA,TB,8.4,8.4,42%,12.6%,4.14,70,12,-,16.0,11,0,7,15,15,0.93,3.94,1.63
Yunior Marte,29,"6' 2""",180,AAA,PHI,5.1,7.9,50%,0.0%,4.33,73,15,-,16.0,22,1,10,9,14,0.73,5.63,1.94
Matt Bowman,33,"6' 0""",185,AAA,SEA,1.7,10.1,-,-,3.14,64,13,-,16.0,13,2,4,3,18,1.14,2.25,1.0
Josimar Cousin,26,"6' 3""",230,AAA,CWS,5.1,3.9,-,-,6.45,70,14,-,16.0,14,3,8,9,7,1.35,4.5,1.44
Peter Lambert,27,"6' 2""",208,AAA,COL,4.5,11.3,-,-,3.01,65,4,4,16.0,10,1,8,8,20,1.7,4.5,1.13
PJ Poulin,28,"6' 1""",195,AAA,DET,5.1,10.7,-,-,2.51,74,12,-,16.0,16,0,9,9,19,0.5,5.06,1.56
Ryan Webb,25,"6' 1""",202,AAA,CLE,2.3,5.1,-,-,3.83,65,3,3,16.0,13,1,2,4,9,1.71,1.13,1.06
Lane Ramsey,28,"6' 9""",230,AAA,CWS,7.5,10.3,18%,12.8%,7.87,71,14,-,15.2,11,5,9,13,18,3.0,5.17,1.53
Cole Winn,24,"6' 2""",190,AAA,TEX,2.3,11.5,24%,12.5%,3.46,66,10,-,15.2,14,2,6,4,20,1.17,3.45,1.15
Easton Lucas,27,"6' 4""",180,AAA,OAK,4.6,7.5,30%,7.5%,4.98,67,11,1,15.2,12,2,5,8,13,1.06,2.87,1.28
Stephen Nogosek,29,"6' 2""",205,AAA,WSH,10.3,8.6,25%,10.1%,9.25,80,11,-,15.2,15,5,17,18,15,1.58,9.77,2.11
Porter Hodge,23,"6' 4""",230,AAA,CHC,6.9,11.5,50%,11.1%,3.79,76,13,-,15.2,18,1,10,12,20,0.53,5.74,1.91
Dillon Tate,30,"6' 2""",190,AAA,BAL,1.7,8.0,50%,7.1%,3.2,65,15,-,15.2,14,1,4,3,14,1.29,2.3,1.09
Victor González,28,"6' 0""",180,AAA,NYY,5.2,8.6,-,-,3.2,75,15,-,15.2,19,0,7,9,15,1.21,4.02,1.79
Zack Weiss,32,"6' 3""",210,AAA,MIN,4.0,9.2,-,-,3.73,74,11,-,15.2,20,1,8,7,16,1.64,4.6,1.72
Sam Bachman,24,"6' 1""",235,AAA,LAA,2.3,4.0,-,-,5.83,66,3,3,15.2,15,3,9,4,7,0.77,5.17,1.21
Albert Suárez,34,"6' 3""",235,AAA,BAL,0.6,10.0,46%,12.8%,2.87,65,3,1,15.1,19,2,10,1,17,0.56,5.87,1.3
Jose E. Hernandez,26,"6' 3""",205,AAA,PIT,5.3,12.3,35%,13.1%,3.27,75,14,-,15.1,19,1,12,9,21,1.27,7.04,1.83
Alex Cornwell,25,"6' 0""",202,AAA,STL,2.9,7.0,33%,5.3%,4.33,65,6,-,15.1,18,2,8,5,12,0.67,4.7,1.5
Trenton Wallace,25,"6' 1""",200,AAA,TOR,10.6,5.9,-,-,7.37,80,4,4,15.1,18,2,11,18,10,1.06,6.46,2.35
Zak Kent,26,"6' 3""",208,AAA,CLE,6.6,8.4,33%,16.1%,4.6,68,8,2,15.0,12,1,8,11,14,1.0,4.8,1.53
Stevie Emanuels,25,"6' 5""",210,AAA,OAK,8.4,11.4,22%,13.4%,7.8,75,14,-,15.0,19,5,14,14,19,2.29,8.4,2.2
Houston Harding,26,"6' 1""",230,AAA,LAA,4.8,4.8,37%,7.5%,6.33,73,5,4,15.0,21,3,14,8,8,1.57,8.4,1.93
Matt Foster,29,"6' 0""",200,AAA,CWS,3.0,11.4,-,-,2.53,66,14,-,15.0,16,1,4,5,19,3.33,2.4,1.4
Kyle Luckham,24,"6' 2""",205,AAA,WSH,6.0,6.0,-,-,8.4,77,4,4,15.0,22,5,17,10,10,1.13,10.2,2.13
Connor Overton,31,"6' 0""",205,AAA,CIN,1.8,5.4,-,-,8.2,69,5,1,15.0,19,6,13,3,9,1.25,7.8,1.47
Andrew Morris,22,"6' 0""",195,AAA,MIN,3.6,5.4,-,-,5.13,62,3,3,15.0,10,2,7,6,9,1.4,4.2,1.07
Kyle Hurt,26,"6' 3""",240,AAA,LAD,7.4,13.5,22%,19.6%,2.64,65,13,2,14.2,9,0,5,12,22,1.75,3.07,1.43
Blake Snell,31,"6' 4""",225,AAA,SF,3.7,15.3,25%,28.3%,2.07,56,4,4,14.2,7,1,5,6,25,1.83,3.07,0.89
Wilkin Ramos,23,"6' 5""",165,AAA,NYM,8.6,7.4,-,-,6.02,74,16,-,14.2,14,1,10,14,12,1.31,6.14,1.91
Jonah Dipoto,27,"6' 1""",225,AAA,KC,5.0,8.2,35%,7.1%,6.25,66,10,2,14.1,11,3,7,8,13,0.88,4.4,1.33
Danny Young,30,"6' 3""",200,AAA,NYM,7.5,13.8,70%,11.6%,3.48,66,15,-,14.1,8,0,2,12,22,0.33,1.26,1.4
Joely Rodríguez,32,"6' 1""",223,AAA,BOS,5.0,8.2,-,-,4.19,63,13,-,14.1,8,1,3,8,13,0.43,1.88,1.12
Dedniel Núñez,28,"6' 2""",180,AAA,NYM,3.9,13.5,36%,19.5%,1.49,55,14,-,14.0,8,0,2,6,21,1.5,1.29,1.0
Drew Anderson,30,"6' 3""",205,AAA,DET,5.8,10.3,33%,7.3%,2.84,65,9,-,14.0,16,0,6,9,16,1.67,3.86,1.79
Ray Kerr,29,"6' 3""",185,AAA,ATL,3.2,14.1,37%,15.8%,5.99,59,9,1,14.0,13,5,7,5,22,0.8,4.5,1.29
Zac Houston,29,"6' 5""",260,AAA,PHI,9.0,12.2,25%,10.2%,8.06,72,14,-,14.0,15,4,16,14,19,3.0,10.29,2.07
Darrell Thompson,30,"6' 4""",185,AAA,MIL,7.7,10.9,33%,9.1%,6.56,65,15,-,14.0,8,3,4,12,17,1.89,2.57,1.43
Miguel Díaz,29,"6' 0""",224,AAA,HOU,3.2,6.4,41%,6.9%,2.84,66,13,-,14.0,20,0,15,5,10,1.07,9.64,1.79
Jacob Waguespack,30,"6' 6""",235,AAA,TB,3.2,14.8,50%,16.2%,1.91,66,3,3,14.0,19,1,11,5,23,0.46,7.07,1.71
Hayden Harris,25,"6' 0""",186,AAA,ATL,7.1,14.8,-,-,5.27,69,15,-,14.0,16,3,13,11,23,0.64,8.36,1.93
Jhony Brito,26,"6' 2""",210,AAA,SD,5.8,5.8,-,-,5.91,73,6,6,14.0,22,2,14,9,9,0.33,9.0,2.21
Zach Haake,27,"6' 7""",220,AAA,PHI,3.9,12.2,-,-,1.99,55,9,1,14.0,7,0,5,6,19,1.44,3.21,0.93
Wyatt Olds,25,"6' 0""",183,AAA,BOS,9.0,11.6,-,-,7.77,69,9,-,14.0,14,4,15,14,18,2.0,9.64,2.0
Drew Strotman,27,"6' 3""",195,AAA,HOU,5.3,11.2,39%,13.7%,6.08,69,14,-,13.2,18,3,10,8,17,0.92,6.59,1.9
Andrew Suárez,31,"6' 0""",202,AAA,BAL,3.3,7.9,25%,8.3%,4.72,62,10,-,13.2,19,2,9,5,12,0.92,5.93,1.76
Eduarniel Nunez,25,"6' 2""",170,AAA,CHC,12.5,9.2,60%,2.9%,7.82,67,11,-,13.2,11,2,12,19,14,0.62,7.9,2.2
Casey Mize,27,"6' 3""",212,AAA,DET,2.6,11.2,-,-,1.76,54,4,4,13.2,10,0,4,4,17,1.75,2.63,1.02
Logan Henderson,22,"5' 11""",194,AAA,MIL,1.3,9.2,-,-,3.73,54,3,3,13.2,11,2,5,2,14,2.25,3.29,0.95
Jake Bloss,23,"6' 3""",223,AAA,TOR,3.3,7.2,-,-,2.67,53,4,4,13.2,7,0,0,5,11,1.31,0.0,0.88
Simeon Woods Richardson,23,"6' 3""",210,AAA,MIN,3.4,8.1,39%,12.7%,2.74,59,3,3,13.1,16,0,9,5,12,0.92,6.08,1.58
Yerry Rodríguez,26,"6' 2""",198,AAA,TEX,6.8,14.2,46%,22.1%,3.28,66,11,-,13.1,14,1,9,10,21,0.4,6.08,1.8
Beau Burrows,27,"6' 2""",210,AAA,PHI,12.2,7.4,27%,8.1%,6.64,69,9,-,13.1,15,1,12,18,11,1.78,8.1,2.48
Nash Walters,27,"6' 5""",210,AAA,WSH,4.7,6.8,44%,4.0%,6.25,61,10,-,13.1,16,3,9,7,10,1.15,6.08,1.73
Hunter Bigge,26,"6' 1""",205,AAA,CHC,4.1,13.5,-,-,2.51,48,12,-,13.1,3,1,1,6,20,2.17,0.68,0.68
Riley O'Brien,29,"6' 4""",180,AAA,STL,3.4,6.1,-,-,2.97,52,14,-,13.1,8,0,2,5,9,1.0,1.35,0.98
Easton McGee,26,"6' 6""",205,AAA,MIL,0.7,7.4,-,-,1.98,63,6,1,13.1,21,0,10,1,11,1.07,6.75,1.65
Zac Leigh,26,"6' 0""",170,AAA,CHC,12.5,11.1,56%,18.0%,6.59,78,13,-,13.0,21,1,12,18,16,0.67,8.31,3.0
Jared Shuster,26,"6' 3""",220,AAA,CWS,2.1,6.4,53%,13.6%,6.73,55,3,3,12.2,14,4,9,3,9,0.45,6.39,1.34
Kaleb Ort,32,"6' 4""",248,AAA,BAL,7.1,11.4,33%,12.1%,5.17,69,14,-,12.2,21,2,17,10,16,2.14,12.08,2.45
Nabil Crismatt,29,"6' 1""",220,AAA,LAD,0.0,10.7,50%,16.7%,3.94,52,4,3,12.2,15,3,8,0,15,0.57,5.68,1.18
Sammy Peralta,26,"6' 2""",215,AAA,SEA,5.7,8.5,37%,9.7%,6.64,60,12,-,12.2,16,3,13,8,12,0.77,9.24,1.89
Alex Speas,26,"6' 3""",205,AAA,OAK,6.4,12.1,30%,15.4%,6.89,64,11,-,12.2,18,4,17,9,17,1.5,12.08,2.13
Jimmy Robbins,26,"6' 3""",190,AAA,TEX,7.1,9.2,40%,8.5%,5.66,57,11,-,12.2,12,2,9,10,13,1.75,6.39,1.74
JT Chargois,33,"6' 3""",200,AAA,MIA,2.8,10.0,43%,8.1%,1.89,46,11,2,12.2,4,0,1,4,14,1.18,0.71,0.63
Vladimir Gutierrez,28,"6' 1""",205,AAA,BOS,10.7,7.1,24%,12.1%,7.63,69,7,2,12.2,17,2,15,15,10,1.36,10.66,2.53
Josh Fleming,28,"6' 2""",220,AAA,PIT,1.4,3.6,71%,0.0%,4.43,55,7,-,12.2,12,1,8,2,5,0.31,5.68,1.11
Jake Bird,28,"6' 3""",200,AAA,COL,5.0,12.8,-,-,5.41,66,13,-,12.2,20,3,8,7,18,1.0,5.68,2.13
Jordan Geber,25,"6' 3""",205,AAA,NYM,5.7,6.4,-,-,5.82,54,4,2,12.2,12,2,6,8,9,0.67,4.26,1.58
José Castillo,28,"6' 6""",252,AAA,AZ,2.8,10.0,25%,13.6%,3.2,56,12,-,12.2,15,1,7,4,14,0.69,4.97,1.5
Brandon Sproat,23,"6' 3""",215,AAA,NYM,3.6,4.3,-,-,8.77,58,3,3,12.2,18,5,13,5,6,0.61,9.24,1.82
Richard Lovelady,29,"6' 0""",185,AAA,CHC,0.7,14.6,54%,13.4%,0.14,60,10,-,12.1,22,0,8,1,20,0.55,5.84,1.86
Dany Jiménez,30,"6' 1""",182,AAA,OAK,5.8,12.4,31%,13.2%,3.37,55,12,-,12.1,8,0,5,8,17,2.6,3.65,1.3
Austin Briggs,28,"6' 1""",205,AAA,OAK,14.6,3.7,60%,5.7%,8.66,70,10,2,12.1,15,1,19,20,5,0.45,13.86,2.84
Kyle Muller,26,"6' 7""",250,AAA,OAK,3.7,6.6,-,-,5.1,53,5,2,12.1,11,2,6,5,9,0.69,4.38,1.3
Jonathan Hernández,28,"6' 3""",190,AAA,SEA,2.9,12.4,56%,18.4%,4.61,54,11,-,12.1,16,3,6,4,17,0.31,4.38,1.62
Adam Leverett,25,"6' 4""",190,AAA,TB,3.0,3.8,62%,11.4%,6.03,49,3,3,12.0,7,2,7,4,5,0.41,5.25,0.92
Robert Gasser,25,"6' 0""",192,AAA,MIL,4.5,12.8,37%,13.8%,6.45,51,3,3,12.0,12,4,7,6,17,0.5,5.25,1.5
Gavin Williams,25,"6' 6""",250,AAA,CLE,5.3,15.0,-,-,4.03,58,5,5,12.0,14,2,8,7,20,1.29,6.0,1.75
Graham Ashcraft,26,"6' 2""",248,AAA,CIN,1.5,9.0,-,-,2.78,48,2,2,12.0,10,1,4,2,12,0.85,3.0,1.0
Joe Ross,31,"6' 4""",243,AAA,MIL,4.5,6.8,-,-,5.62,55,3,3,12.0,16,2,11,6,9,1.09,8.25,1.83
Alan Rangel,27,"6' 2""",170,AAA,PHI,3.8,5.3,-,-,4.37,49,5,3,12.0,10,1,5,5,7,2.0,3.75,1.25
Colten Brewer,31,"6' 4""",222,AAA,CHC,3.9,11.6,53%,15.4%,3.02,49,9,-,11.2,8,1,2,5,15,1.1,1.54,1.11
Jake Walsh,29,"6' 1""",192,AAA,ATL,6.2,6.2,46%,7.8%,3.91,53,11,-,11.2,10,0,3,8,8,0.93,2.31,1.54
Zach Pop,27,"6' 4""",220,AAA,TOR,3.9,9.3,50%,9.5%,2.4,50,11,-,11.2,9,0,2,5,12,0.6,1.54,1.2
Tyler Gilbert,30,"6' 3""",223,AAA,CIN,4.6,10.0,36%,8.7%,2.49,63,7,3,11.2,24,0,17,6,13,0.67,13.11,2.57
Braydon Fisher,24,"6' 4""",180,AAA,LAD,7.7,12.3,23%,6.4%,3.02,55,8,-,11.2,11,0,9,10,16,2.0,6.94,1.8
Joe Barlow,28,"6' 2""",210,AAA,CWS,6.2,10.8,-,-,8.65,60,12,-,11.2,18,5,13,8,14,1.71,10.03,2.23
Glenn Otto,28,"6' 3""",240,AAA,SD,7.7,11.6,-,-,4.63,54,8,2,11.2,9,1,6,10,15,1.38,4.63,1.63
Chase Anderson,36,"6' 1""",210,AAA,TEX,3.9,9.3,-,-,5.88,57,4,4,11.2,17,3,9,5,12,1.88,6.94,1.89
Josh Staumont,30,"6' 3""",200,AAA,CHC,6.2,13.1,-,-,3.47,52,10,-,11.2,10,1,7,8,17,3.25,5.4,1.54
Michael Lorenzen,32,"6' 3""",217,AAA,TEX,7.2,10.3,47%,12.4%,4.73,55,3,3,11.1,12,1,8,9,13,0.82,6.35,1.85
Joel Kuhnel,29,"6' 5""",290,AAA,HOU,0.8,4.8,56%,15.2%,2.66,46,9,-,11.1,12,0,4,1,6,0.3,3.18,1.15
Jimmy Herget,30,"6' 3""",170,AAA,LAA,0.8,5.6,48%,10.8%,7.16,45,10,-,11.1,10,4,5,1,7,1.0,3.97,0.97
Mychal Givens,34,"6' 0""",250,AAA,MIA,4.0,10.3,-,-,4.82,54,9,-,11.1,13,2,10,5,13,1.44,7.94,1.59
Jose Cuas,30,"6' 3""",195,AAA,CHC,7.2,19.1,31%,14.5%,2.48,53,10,-,11.1,11,1,8,9,24,0.8,6.35,1.76
Bryan Woo,24,"6' 2""",205,AAA,SEA,0.0,13.5,50%,18.7%,0.14,39,3,3,11.1,5,0,0,0,17,0.89,0.0,0.44
Cesar Gomez,26,"6' 3""",195,AAA,HOU,10.3,6.4,-,-,6.44,67,8,2,11.1,24,1,15,13,8,1.33,11.91,3.26
Dakota Hudson,29,"6' 5""",215,AAA,COL,3.2,7.9,-,-,5.09,55,3,3,11.1,18,2,12,4,10,1.0,9.53,1.94
Austin Pruitt,34,"5' 10""",185,AAA,OAK,3.2,5.6,-,-,9.42,68,11,-,11.1,29,5,22,4,7,1.17,17.47,2.91
José Ruiz,29,"6' 1""",245,AAA,PHI,2.5,10.6,42%,15.5%,2.84,42,10,-,11.0,7,1,2,3,13,1.71,1.64,0.91
Donovan Walton,30,"5' 9""",190,AAA,SF,4.9,1.6,35%,9.1%,5.66,45,9,-,11.0,10,1,2,6,2,1.45,1.64,1.45
Taijuan Walker,32,"6' 4""",235,AAA,PHI,4.9,1.6,46%,2.2%,4.75,49,2,2,11.0,10,0,5,6,2,0.88,4.09,1.45
Max Scherzer,40,"6' 3""",208,AAA,TEX,2.5,13.9,29%,21.2%,4.47,44,3,3,11.0,10,3,6,3,17,1.8,4.91,1.18
Taj Bradley,23,"6' 2""",190,AAA,TB,2.5,12.3,26%,17.0%,2.47,38,2,2,11.0,2,1,1,3,15,2.0,0.82,0.45
David Fletcher,30,"5' 9""",185,AAA,ATL,5.7,8.2,50%,7.5%,4.11,52,5,1,11.0,10,0,8,7,10,0.69,6.55,1.55
Drake Fellows,26,"6' 5""",216,AAA,PIT,7.4,6.6,10%,5.6%,4.2,54,3,3,11.0,10,0,7,9,8,2.0,5.73,1.73
Jared Jones,23,"6' 1""",190,AAA,PIT,2.5,13.1,-,-,2.29,43,3,3,11.0,9,1,6,3,16,0.88,4.91,1.09
Cole Wilcox,25,"6' 5""",232,AAA,TB,4.1,6.6,-,-,6.02,59,3,3,11.0,19,2,11,5,8,0.92,9.0,2.18
Shane Drohan,25,"6' 3""",195,AAA,BOS,9.8,10.6,-,-,4.11,58,7,2,11.0,13,0,9,12,13,2.33,7.36,2.27
Zack Kelly,29,"6' 3""",231,AAA,BOS,6.8,9.3,47%,13.2%,3.4,40,7,-,10.2,1,0,0,8,11,1.0,0.0,0.84
Kyle Nicolas,25,"6' 4""",223,AAA,PIT,7.6,11.0,38%,17.2%,3.59,44,9,-,10.2,2,0,1,9,13,1.38,0.84,1.03
Danis Correa,25,"5' 11""",150,AAA,OAK,9.3,11.0,20%,9.5%,6.04,57,10,-,10.2,13,1,8,11,13,0.89,6.75,2.25
Hayden Wesneski,26,"6' 3""",210,AAA,CHC,2.5,8.4,32%,13.7%,2.71,44,3,2,10.2,9,0,3,3,10,1.5,2.53,1.13
Randy Rodríguez,24,"6' 0""",166,AAA,SF,3.4,8.4,39%,12.5%,2.42,42,10,-,10.2,7,0,2,4,10,1.33,1.69,1.03
Josh Staumont,30,"6' 3""",200,AAA,MIN,2.5,13.5,21%,13.3%,2.22,43,8,-,10.2,9,1,5,3,16,2.75,4.22,1.13
Tyler Baum,26,"6' 2""",195,AAA,OAK,9.3,5.9,50%,7.5%,9.18,55,9,-,10.2,13,3,11,11,7,0.53,9.28,2.25
Huascar Brazobán,34,"6' 3""",155,AAA,MIA,2.5,8.4,30%,9.7%,4.67,48,6,-,10.2,13,2,7,3,10,1.2,5.91,1.5
Brandon Williamson,26,"6' 6""",210,AAA,CIN,2.5,5.9,36%,12.5%,3.0,38,3,3,10.2,6,0,1,3,7,0.62,0.84,0.84
Packy Naughton,28,"6' 2""",200,AAA,STL,2.5,10.1,-,-,1.73,49,7,2,10.2,10,0,3,3,12,0.71,2.53,1.22
Jack Neely,24,"6' 8""",245,AAA,NYY,3.4,10.1,-,-,3.59,45,9,-,10.2,10,1,4,4,12,2.0,3.38,1.31
Robbie Ray,32,"6' 2""",225,AAA,SF,3.4,10.1,-,-,3.3,39,3,2,10.2,4,1,3,4,12,2.8,2.53,0.75
Chase Lee,26,"6' 0""",170,AAA,TEX,5.9,9.3,-,-,3.1,52,8,-,10.2,12,0,2,7,11,0.83,1.69,1.78
Raffi Vizcaíno,28,"6' 0""",237,AAA,MIA,13.5,14.3,-,-,5.85,56,7,-,10.2,8,1,8,16,17,1.14,6.75,2.25
Tristan Beck,28,"6' 4""",165,AAA,SF,1.7,10.1,-,-,3.98,54,4,4,10.2,20,2,11,2,12,2.33,9.28,2.06
Nick Avila,27,"6' 4""",195,AAA,BAL,5.9,12.7,-,-,3.59,54,11,-,10.2,16,1,17,7,15,0.45,14.34,2.16
Bailey Horn,26,"6' 2""",210,AAA,CWS,8.7,13.1,46%,14.6%,8.35,52,9,-,10.1,14,4,13,10,15,0.63,11.32,2.32
Marc Church,23,"6' 3""",189,AAA,TEX,2.6,7.8,17%,14.4%,2.31,45,8,-,10.1,11,0,3,3,9,2.14,2.61,1.35
Andrew Politi,28,"6' 0""",195,AAA,BOS,5.2,10.5,36%,10.8%,9.34,52,11,-,10.1,16,5,14,6,12,1.13,12.19,2.13
Josh Roberson,28,"6' 3""",175,AAA,SD,7.8,8.7,-,-,5.77,59,10,-,10.1,17,1,11,9,10,1.63,9.58,2.52
Ryan Borucki,30,"6' 4""",210,AAA,PIT,5.2,17.4,-,-,4.88,44,11,-,10.1,8,3,6,6,20,0.11,5.23,1.35
Kodai Senga,31,"6' 1""",202,AAA,NYM,6.1,6.1,-,-,5.18,48,3,3,10.1,12,1,6,7,7,1.2,5.23,1.84
Reiver Sanmartin,28,"6' 2""",160,AAA,CIN,2.6,6.1,-,-,4.29,49,11,-,10.1,15,1,9,3,7,0.35,7.84,1.74
Carlos Romero,25,"6' 6""",179,AAA,WSH,3.5,7.0,-,-,4.09,42,7,-,10.1,9,1,3,4,8,0.75,2.61,1.26
Austin Pruitt,34,"5' 10""",185,AAA,TEX,2.7,4.5,35%,12.0%,5.7,50,9,-,10.0,18,2,9,3,5,1.18,8.1,2.1
Jonathan Hernández,28,"6' 3""",190,AAA,TEX,3.6,12.6,56%,18.4%,4.2,43,8,-,10.0,11,2,3,4,14,0.27,2.7,1.5
Corbin Martin,28,"6' 2""",225,AAA,MIL,11.7,9.0,88%,14.1%,7.7,50,9,-,10.0,11,2,8,13,10,1.29,7.2,2.4
Bryan Mata,25,"6' 3""",223,AAA,BOS,5.4,9.0,-,-,5.5,45,5,2,10.0,7,1,5,6,10,1.25,4.5,1.3
Jacob Misiorowski,22,"6' 7""",190,AAA,MIL,2.7,9.9,-,-,2.5,36,6,2,10.0,1,0,2,3,11,1.38,1.8,0.4
Giovanny Gallegos,33,"6' 2""",205,AAA,MIN,4.5,4.5,-,-,7.9,45,10,1,10.0,11,3,8,5,5,1.88,7.2,1.6
Seth Johnson,25,"6' 1""",205,AAA,PHI,4.5,7.2,0%,14.3%,4.7,40,2,2,10.0,4,1,1,5,8,3.4,0.9,0.9
Robinson Pina,25,"6' 5""",225,AAA,PHI,3.6,6.3,-,-,4.6,43,2,2,10.0,10,1,4,4,7,0.75,3.6,1.4
Nick Burdi,31,"6' 3""",225,AAA,NYY,4.7,13.0,0%,25.0%,3.53,40,10,-,9.2,5,1,4,5,14,0.67,3.72,1.03
Blake Goldsberry,27,"6' 4""",220,AAA,COL,11.2,5.6,20%,8.9%,7.22,56,10,1,9.2,14,1,10,12,6,1.0,9.31,2.69
David Peterson,28,"6' 6""",240,AAA,NYM,1.9,10.2,55%,11.8%,1.79,43,2,2,9.2,12,0,3,2,11,0.7,2.79,1.45
Blaine Knight,28,"6' 3""",165,AAA,PHI,6.5,10.2,-,-,7.66,48,7,-,9.2,13,3,10,7,11,2.2,9.31,2.07
Dylan File,28,"6' 1""",205,AAA,AZ,2.8,3.7,-,-,6.79,50,3,2,9.2,16,2,11,3,4,1.5,10.24,1.97
Matthew Boyd,33,"6' 3""",223,AAA,CLE,0.0,11.2,-,-,0.59,32,2,2,9.2,3,0,1,0,12,1.83,0.93,0.31
Alex Cobb,36,"6' 3""",205,AAA,CLE,2.8,8.4,-,-,2.22,35,2,2,9.2,5,0,1,3,9,0.38,0.93,0.83
Yohan Ramírez,29,"6' 4""",212,AAA,BOS,4.7,8.4,-,-,4.94,41,6,-,9.2,7,1,4,5,9,0.38,3.72,1.24
Nick Avila,27,"6' 4""",195,AAA,SF,3.9,12.5,47%,12.3%,3.09,38,8,-,9.1,7,1,7,4,13,0.4,6.75,1.18
Michael Boyle,30,"6' 3""",200,AAA,MIN,6.8,3.9,-,-,7.49,50,10,-,9.1,15,2,8,7,4,1.3,7.71,2.36
Bryan Hoeing,27,"6' 6""",210,AAA,MIA,4.8,9.6,80%,12.9%,2.65,44,5,1,9.1,11,0,5,5,10,0.13,4.82,1.71
Tyler Mahle,29,"6' 3""",210,AAA,TEX,1.9,7.7,-,-,2.1,33,3,3,9.1,6,0,2,2,8,0.42,1.93,0.86
Garvin Alston,27,"6' 4""",175,AAA,WSH,4.8,8.7,-,-,5.73,43,4,-,9.1,10,2,9,5,9,2.17,8.68,1.61
Austin Roberts,26,"6' 0""",215,AAA,MIA,5.8,14.5,-,-,3.31,39,5,-,9.1,7,1,4,6,15,0.38,3.86,1.39
Nic Enright,27,"6' 3""",205,AAA,CLE,1.0,19.0,50%,23.8%,0.0,32,7,-,9.0,4,0,0,1,19,0.6,0.0,0.56
Ricky Tiedemann,22,"6' 4""",220,AAA,TOR,12.0,11.0,40%,13.2%,10.09,49,4,4,9.0,8,3,6,12,11,0.88,6.0,2.22
Cam Booser,32,"6' 3""",225,AAA,BOS,1.0,18.0,25%,17.2%,0.0,40,6,-,9.0,12,0,7,1,18,1.67,7.0,1.44
Kade McClure,28,"6' 7""",220,AAA,PIT,8.0,8.0,36%,8.8%,10.53,50,7,-,9.0,13,4,15,8,8,1.11,15.0,2.33
Drew Pomeranz,35,"6' 5""",246,AAA,LAD,1.0,14.0,36%,10.1%,1.87,37,8,1,9.0,9,1,6,1,14,5.5,6.0,1.11
Bobby Milacki,27,"6' 2""",210,AAA,SD,6.0,8.0,49%,8.9%,7.76,48,5,-,9.0,16,3,13,6,8,0.8,13.0,2.44
Justin Topa,33,"6' 4""",200,AAA,MIN,3.0,13.0,88%,13.1%,1.64,34,9,-,9.0,7,0,2,3,13,0.25,2.0,1.11
Ian Clarkin,29,"6' 2""",215,AAA,AZ,5.0,12.0,67%,10.3%,5.42,48,6,-,9.0,16,2,10,5,12,0.17,10.0,2.33
Reid Birlingmair,27,"5' 10""",210,AAA,TEX,13.0,6.0,25%,4.5%,9.42,55,8,-,9.0,18,2,13,13,6,2.4,13.0,3.44
Hayden Birdsong,22,"6' 4""",215,AAA,SF,6.0,14.0,-,-,3.87,42,2,2,9.0,8,1,5,6,14,0.86,5.0,1.56
Josiah Gray,26,"6' 1""",209,AAA,WSH,1.0,5.0,-,-,5.64,39,2,2,9.0,10,2,8,1,5,2.67,8.0,1.22
Gabe Speier,29,"5' 11""",200,AAA,SEA,2.0,4.0,-,-,2.98,36,9,-,9.0,7,0,2,2,4,1.56,2.0,1.0
